sequence_id	protein_id	start	end	strand	average_p	max_p
NC_003888.3	NC_003888.3_56	54103	54918	+	0.04795663573058167	0.04795663573058167
NC_003888.3	NC_003888.3_57	54968	56173	+	0.05256011428987028	0.05256011428987028
NC_003888.3	NC_003888.3_58	56225	59383	+	0.05565089404209755	0.05565089404209755
NC_003888.3	NC_003888.3_59	60069	60275	-	0.058389387808173474	0.058389387808173474
NC_003888.3	NC_003888.3_60	60485	60691	-	0.06081028387933409	0.06081028387933409
NC_003888.3	NC_003888.3_61	60740	64093	-	0.027793561746234225	0.027793561746234225
NC_003888.3	NC_003888.3_62	64554	64925	+	0.02981062000035499	0.02981062000035499
NC_003888.3	NC_003888.3_63	65140	65679	+	0.03164860193837371	0.03164860193837371
NC_003888.3	NC_003888.3_64	66104	66544	-	0.03381250412659169	0.03381250412659169
NC_003888.3	NC_003888.3_65	66688	67911	-	0.012729521132438004	0.012729521132438004
NC_003888.3	NC_003888.3_66	68372	68887	+	0.02947042189585356	0.02947042189585356
NC_003888.3	NC_003888.3_67	68914	69411	-	0.030173700463490008	0.030173700463490008
NC_003888.3	NC_003888.3_68	69784	70647	+	0.03563453712161437	0.03563453712161437
NC_003888.3	NC_003888.3_69	70777	71235	+	0.03734690303308817	0.03734690303308817
NC_003888.3	NC_003888.3_70	71648	72139	-	0.001361796205796592	0.001361796205796592
NC_003888.3	NC_003888.3_71	72159	73097	-	0.004565431205281869	0.004565431205281869
NC_003888.3	NC_003888.3_72	73784	74833	-	0.0035555056734180826	0.0035555056734180826
NC_003888.3	NC_003888.3_73	74917	75876	-	0.004975516058745633	0.004975516058745633
NC_003888.3	NC_003888.3_74	75907	76893	+	0.017670330019037384	0.017670330019037384
NC_003888.3	NC_003888.3_75	77315	78271	+	0.028073718999999293	0.028073718999999293
NC_003888.3	NC_003888.3_76	78983	79702	-	0.06958995934673975	0.06958995934673975
NC_003888.3	NC_003888.3_77	79839	80690	-	0.07093274097920896	0.07093274097920896
NC_003888.3	NC_003888.3_78	81602	82441	-	0.09947211143528409	0.09947211143528409
NC_003888.3	NC_003888.3_79	82605	83060	+	0.09027547350154783	0.09027547350154783
NC_003888.3	NC_003888.3_80	83516	84259	-	0.20078735498028305	0.20078735498028305
NC_003888.3	NC_003888.3_81	85336	86643	+	0.21449060433721068	0.21449060433721068
NC_003888.3	NC_003888.3_82	86640	87311	+	0.22900742866377996	0.22900742866377996
NC_003888.3	NC_003888.3_83	87907	88632	-	0.24450361699404993	0.24450361699404993
NC_003888.3	NC_003888.3_84	89166	89465	+	0.2609979112986172	0.2609979112986172
NC_003888.3	NC_003888.3_85	89486	89995	-	0.2580076578887391	0.2580076578887391
NC_003888.3	NC_003888.3_86	90951	91790	-	0.27118151745503755	0.27118151745503755
NC_003888.3	NC_003888.3_87	91977	92729	+	0.28928745806837913	0.28928745806837913
NC_003888.3	NC_003888.3_88	93593	94153	-	0.35661104989591014	0.35661104989591014
NC_003888.3	NC_003888.3_89	94306	94872	-	0.3546632064598409	0.3546632064598409
NC_003888.3	NC_003888.3_90	94989	95681	+	0.5710172747827307	0.5710172747827307
NC_003888.3	NC_003888.3_91	95995	97518	+	0.6400270600865353	0.6400270600865353
NC_003888.3	NC_003888.3_92	97760	98281	-	0.9369082803326874	0.9369082803326874
NC_003888.3	NC_003888.3_93	98463	99338	-	0.9472303200497276	0.9472303200497276
NC_003888.3	NC_003888.3_94	99335	99949	-	0.959753240441202	0.959753240441202
NC_003888.3	NC_003888.3_95	100190	101566	+	0.9685544589028799	0.9685544589028799
NC_003888.3	NC_003888.3_96	101656	103026	-	0.9893861673525313	0.9893861673525313
NC_003888.3	NC_003888.3_97	103781	104989	+	0.9954750845159995	0.9954750845159995
NC_003888.3	NC_003888.3_98	105057	106640	+	0.9975821791445815	0.9975821791445815
NC_003888.3	NC_003888.3_99	106694	112885	+	0.9999856362935352	0.9999856362935352
NC_003888.3	NC_003888.3_100	112932	119654	+	0.9999383776952628	0.9999383776952628
NC_003888.3	NC_003888.3_101	119651	119833	+	0.9942816837220402	0.9942816837220402
NC_003888.3	NC_003888.3_102	120457	121371	+	0.9467997959936464	0.9467997959936464
NC_003888.3	NC_003888.3_103	121617	122456	-	0.9423715989310123	0.9423715989310123
NC_003888.3	NC_003888.3_104	122743	125502	+	0.9410961325338014	0.9410961325338014
NC_003888.3	NC_003888.3_105	125625	126005	-	0.9302869543404978	0.9302869543404978
NC_003888.3	NC_003888.3_106	126989	127294	-	0.9244553824711997	0.9244553824711997
NC_003888.3	NC_003888.3_107	127571	128290	+	0.9205682132827964	0.9205682132827964
NC_003888.3	NC_003888.3_108	128634	130184	-	0.9081465360220909	0.9081465360220909
NC_003888.3	NC_003888.3_109	130201	131001	-	0.00005824846069083651	0.00005824846069083651
NC_003888.3	NC_003888.3_110	131523	132296	+	0.016724608625603567	0.016724608625603567
NC_003888.3	NC_003888.3_111	132327	132647	+	0.016619071383312034	0.016619071383312034
NC_003888.3	NC_003888.3_112	132693	133520	+	0.013156709320350771	0.013156709320350771
NC_003888.3	NC_003888.3_113	133570	134121	-	0.016899196515978567	0.016899196515978567
NC_003888.3	NC_003888.3_114	134295	136100	-	0.004267703767762146	0.004267703767762146
NC_003888.3	NC_003888.3_115	136149	136307	+	0.01507150080424263	0.01507150080424263
NC_003888.3	NC_003888.3_116	136683	137183	+	0.011130521273492983	0.011130521273492983
NC_003888.3	NC_003888.3_117	137197	137556	+	0.0216212418355839	0.0216212418355839
NC_003888.3	NC_003888.3_118	137561	138589	+	0.018434527134335937	0.018434527134335937
NC_003888.3	NC_003888.3_119	138976	139467	+	0.020625305970797588	0.020625305970797588
NC_003888.3	NC_003888.3_120	139467	139712	+	0.012146449462273664	0.012146449462273664
NC_003888.3	NC_003888.3_121	139709	140722	+	0.023234587949305486	0.023234587949305486
NC_003888.3	NC_003888.3_122	141370	141708	+	0.025466583619149184	0.025466583619149184
NC_003888.3	NC_003888.3_123	141705	143315	+	0.003945585476336178	0.003945585476336178
NC_003888.3	NC_003888.3_124	143776	144330	-	0.009226043224806586	0.009226043224806586
NC_003888.3	NC_003888.3_125	144704	145366	-	0.004785831866318886	0.004785831866318886
NC_003888.3	NC_003888.3_126	145499	146122	+	0.011253829868215609	0.011253829868215609
NC_003888.3	NC_003888.3_127	146977	148206	+	0.006080652323382838	0.006080652323382838
NC_003888.3	NC_003888.3_128	148225	149184	+	0.0033052709266165187	0.0033052709266165187
NC_003888.3	NC_003888.3_129	149508	150224	-	0.007296791350198039	0.007296791350198039
NC_003888.3	NC_003888.3_130	150579	151571	+	0.01016630291151274	0.01016630291151274
NC_003888.3	NC_003888.3_131	151749	153275	+	0.0009220053247846135	0.0009220053247846135
NC_003888.3	NC_003888.3_132	153398	155728	+	0.005567098634689226	0.005567098634689226
NC_003888.3	NC_003888.3_133	155707	156120	-	0.00006352719458833808	0.00006352719458833808
NC_003888.3	NC_003888.3_134	156338	157141	+	0.000311937336099709	0.000311937336099709
NC_003888.3	NC_003888.3_135	157189	158067	-	0.0038892941034291005	0.0038892941034291005
NC_003888.3	NC_003888.3_136	158732	159304	+	0.0036867363649263993	0.0036867363649263993
NC_003888.3	NC_003888.3_137	159339	160025	+	0.00046306255114988553	0.00046306255114988553
NC_003888.3	NC_003888.3_138	160356	161060	-	0.0003035978893147402	0.0003035978893147402
NC_003888.3	NC_003888.3_139	161237	162553	+	0.000017494331861751467	0.000017494331861751467
NC_003888.3	NC_003888.3_140	162661	163119	+	0.004716364743320688	0.004716364743320688
NC_003888.3	NC_003888.3_141	163235	163891	-	0.004366125574993346	0.004366125574993346
NC_003888.3	NC_003888.3_142	164023	164931	-	0.030105430858913478	0.030105430858913478
NC_003888.3	NC_003888.3_143	165460	165855	+	0.03205782274279297	0.03205782274279297
NC_003888.3	NC_003888.3_144	166033	166614	+	0.1634437446488345	0.1634437446488345
NC_003888.3	NC_003888.3_145	166701	166793	+	0.1741084633018754	0.1741084633018754
NC_003888.3	NC_003888.3_146	166891	167337	+	0.18562625496660098	0.18562625496660098
NC_003888.3	NC_003888.3_147	167444	168514	-	0.3242046508364524	0.3242046508364524
NC_003888.3	NC_003888.3_148	168705	169556	-	0.8139102274714057	0.8139102274714057
NC_003888.3	NC_003888.3_149	169584	170570	-	0.906988421182932	0.906988421182932
NC_003888.3	NC_003888.3_150	170656	170880	-	0.958649943780576	0.958649943780576
NC_003888.3	NC_003888.3_151	170911	172158	+	0.9672766125306388	0.9672766125306388
NC_003888.3	NC_003888.3_152	172170	173984	+	0.988887349007232	0.988887349007232
NC_003888.3	NC_003888.3_153	174131	174946	+	0.9950209618005111	0.9950209618005111
NC_003888.3	NC_003888.3_154	174943	176514	+	0.9973507711749858	0.9973507711749858
NC_003888.3	NC_003888.3_155	176501	177496	+	0.9999770778172243	0.9999770778172243
NC_003888.3	NC_003888.3_156	177532	178503	+	0.9999657465540721	0.9999657465540721
NC_003888.3	NC_003888.3_157	178519	180087	-	0.9973155513525208	0.9973155513525208
NC_003888.3	NC_003888.3_158	180084	180824	-	0.9965487957999603	0.9965487957999603
NC_003888.3	NC_003888.3_159	180821	182008	-	0.9958437008898919	0.9958437008898919
NC_003888.3	NC_003888.3_160	182309	183559	-	0.9933636646522603	0.9933636646522603
NC_003888.3	NC_003888.3_161	183793	184797	-	0.9891559294756425	0.9891559294756425
NC_003888.3	NC_003888.3_162	184958	185566	+	0.9399266845765575	0.9399266845765575
NC_003888.3	NC_003888.3_163	185675	186361	+	0.9290361957320844	0.9290361957320844
NC_003888.3	NC_003888.3_164	186483	186887	+	0.9172694615687834	0.9172694615687834
NC_003888.3	NC_003888.3_165	187019	187723	-	0.9046000980381801	0.9046000980381801
NC_003888.3	NC_003888.3_166	187992	188858	-	0.8108755261239279	0.8108755261239279
NC_003888.3	NC_003888.3_167	188864	189886	-	0.807838645488391	0.807838645488391
NC_003888.3	NC_003888.3_168	189925	190830	-	0.6598314321506621	0.6598314321506621
NC_003888.3	NC_003888.3_169	190983	191657	-	0.6350788749122512	0.6350788749122512
NC_003888.3	NC_003888.3_170	191919	192848	+	0.6325643986391208	0.6325643986391208
NC_003888.3	NC_003888.3_171	192880	194637	-	0.6319275199910385	0.6319275199910385
NC_003888.3	NC_003888.3_172	194760	195461	-	0.6329638476620746	0.6329638476620746
NC_003888.3	NC_003888.3_173	195554	196066	-	0.6323411800377589	0.6323411800377589
NC_003888.3	NC_003888.3_174	196386	196991	-	0.446006748801518	0.446006748801518
NC_003888.3	NC_003888.3_175	197221	199917	+	0.2767814811274203	0.2767814811274203
NC_003888.3	NC_003888.3_176	200024	200428	+	0.033522156351231715	0.033522156351231715
NC_003888.3	NC_003888.3_177	200701	201369	+	0.0047178414232128835	0.0047178414232128835
NC_003888.3	NC_003888.3_178	201503	202090	+	0.06078319084265068	0.06078319084265068
NC_003888.3	NC_003888.3_179	202370	202843	-	0.0822763392098492	0.0822763392098492
NC_003888.3	NC_003888.3_180	202863	204101	-	0.07800860138636626	0.07800860138636626
NC_003888.3	NC_003888.3_181	204192	204344	-	0.07229596834778317	0.07229596834778317
NC_003888.3	NC_003888.3_182	204387	204800	+	0.06715330106509151	0.06715330106509151
NC_003888.3	NC_003888.3_183	204881	205888	-	0.06252689815041687	0.06252689815041687
NC_003888.3	NC_003888.3_184	206480	210181	+	0.058368449214669785	0.058368449214669785
NC_003888.3	NC_003888.3_185	210183	211751	+	0.08761391344166868	0.08761391344166868
NC_003888.3	NC_003888.3_186	211748	212551	+	0.07651641707337434	0.07651641707337434
NC_003888.3	NC_003888.3_187	212551	213321	+	0.06648077346880014	0.06648077346880014
NC_003888.3	NC_003888.3_188	213466	213870	+	0.05903674135095294	0.05903674135095294
NC_003888.3	NC_003888.3_189	213892	214182	-	0.06752318072462579	0.06752318072462579
NC_003888.3	NC_003888.3_190	214913	215446	+	0.04294585259480914	0.04294585259480914
NC_003888.3	NC_003888.3_191	215807	216520	-	0.04205235837985184	0.04205235837985184
NC_003888.3	NC_003888.3_192	217315	218019	-	0.041340444091988504	0.041340444091988504
NC_003888.3	NC_003888.3_193	218481	218771	+	0.04080267569296533	0.04080267569296533
NC_003888.3	NC_003888.3_194	219302	220150	+	0.04043343763198056	0.04043343763198056
NC_003888.3	NC_003888.3_195	220150	220764	+	0.04075662712530581	0.04075662712530581
NC_003888.3	NC_003888.3_196	221092	221247	-	0.044943537944380205	0.044943537944380205
NC_003888.3	NC_003888.3_197	221414	221563	-	0.049579470865423914	0.049579470865423914
NC_003888.3	NC_003888.3_198	221699	222538	-	0.04915351627833227	0.04915351627833227
NC_003888.3	NC_003888.3_199	222827	223288	+	0.042473678125762124	0.042473678125762124
NC_003888.3	NC_003888.3_200	223294	224232	+	0.031317084403579665	0.031317084403579665
NC_003888.3	NC_003888.3_201	224404	225276	-	0.025018329607171763	0.025018329607171763
NC_003888.3	NC_003888.3_202	225476	226237	+	0.024919862288906598	0.024919862288906598
NC_003888.3	NC_003888.3_203	226481	227008	+	0.029279051562756585	0.029279051562756585
NC_003888.3	NC_003888.3_204	227081	228154	-	0.034083708150873214	0.034083708150873214
NC_003888.3	NC_003888.3_205	228714	229640	-	0.023047772688832898	0.023047772688832898
NC_003888.3	NC_003888.3_206	229995	230669	+	0.011965159981994428	0.011965159981994428
NC_003888.3	NC_003888.3_207	231022	231465	+	0.0106139591823986	0.0106139591823986
NC_003888.3	NC_003888.3_208	231475	231654	+	0.015096000162696927	0.015096000162696927
NC_003888.3	NC_003888.3_209	231722	232468	-	0.017957913654187144	0.017957913654187144
NC_003888.3	NC_003888.3_210	232613	233518	+	0.005267685307845149	0.005267685307845149
NC_003888.3	NC_003888.3_211	233854	234873	-	2.3694602568211753e-6	2.3694602568211753e-6
NC_003888.3	NC_003888.3_212	234870	236207	-	0.00012343624693434427	0.00012343624693434427
NC_003888.3	NC_003888.3_213	236794	237807	+	0.10136295337489472	0.10136295337489472
NC_003888.3	NC_003888.3_214	238280	239794	-	0.11402626040844845	0.11402626040844845
NC_003888.3	NC_003888.3_215	239834	240523	+	0.10180821995357371	0.10180821995357371
NC_003888.3	NC_003888.3_216	240876	242123	-	0.09961546422102116	0.09961546422102116
NC_003888.3	NC_003888.3_217	242203	242766	+	0.10471082028902483	0.10471082028902483
NC_003888.3	NC_003888.3_218	243022	243762	-	0.02826590698019897	0.02826590698019897
NC_003888.3	NC_003888.3_219	243936	245759	-	0.009440281852817919	0.009440281852817919
NC_003888.3	NC_003888.3_220	245986	246783	+	0.6272827074648633	0.6272827074648633
NC_003888.3	NC_003888.3_221	246868	247869	+	0.6975644915572327	0.6975644915572327
NC_003888.3	NC_003888.3_222	247871	248680	+	0.6999970356869516	0.6999970356869516
NC_003888.3	NC_003888.3_223	248677	249702	+	0.7762737049343232	0.7762737049343232
NC_003888.3	NC_003888.3_224	249755	250084	+	0.7789790508691621	0.7789790508691621
NC_003888.3	NC_003888.3_225	250164	250715	-	0.7789732772245179	0.7789732772245179
NC_003888.3	NC_003888.3_226	250805	251740	+	0.838155860783053	0.838155860783053
NC_003888.3	NC_003888.3_227	251764	252879	-	0.9142655142052216	0.9142655142052216
NC_003888.3	NC_003888.3_228	252946	253398	+	0.9423231044666	0.9423231044666
NC_003888.3	NC_003888.3_229	253499	254290	+	0.973167260284909	0.973167260284909
NC_003888.3	NC_003888.3_230	254332	255216	-	0.9792762624245291	0.9792762624245291
NC_003888.3	NC_003888.3_231	255311	256087	+	0.9946838157797647	0.9946838157797647
NC_003888.3	NC_003888.3_232	256281	256442	+	0.9956634297568036	0.9956634297568036
NC_003888.3	NC_003888.3_233	256526	259687	+	0.9970747198543162	0.9970747198543162
NC_003888.3	NC_003888.3_234	259684	261084	+	0.9981600231391232	0.9981600231391232
NC_003888.3	NC_003888.3_235	261366	262319	+	0.9851041846027173	0.9851041846027173
NC_003888.3	NC_003888.3_236	262330	263220	+	0.9579378595255879	0.9579378595255879
NC_003888.3	NC_003888.3_237	263285	264634	+	0.9255717378938197	0.9255717378938197
NC_003888.3	NC_003888.3_238	264764	266263	+	0.8098201989519617	0.8098201989519617
NC_003888.3	NC_003888.3_239	266356	267513	+	0.8063723960824094	0.8063723960824094
NC_003888.3	NC_003888.3_240	267585	268838	+	0.7450953590849863	0.7450953590849863
NC_003888.3	NC_003888.3_241	269020	269688	-	0.02260667471498382	0.02260667471498382
NC_003888.3	NC_003888.3_242	269783	270397	+	0.017340645266274744	0.017340645266274744
NC_003888.3	NC_003888.3_243	270477	271748	+	0.00014421653084499032	0.00014421653084499032
NC_003888.3	NC_003888.3_244	271768	272469	-	0.01806630564767593	0.01806630564767593
NC_003888.3	NC_003888.3_245	272466	272834	-	0.023974022921242257	0.023974022921242257
NC_003888.3	NC_003888.3_246	272898	273656	+	0.021035723072860474	0.021035723072860474
NC_003888.3	NC_003888.3_247	274101	274571	-	0.021774133832761364	0.021774133832761364
NC_003888.3	NC_003888.3_248	274763	276805	+	0.009747585589248917	0.009747585589248917
NC_003888.3	NC_003888.3_249	277025	278827	+	0.01384415882020857	0.01384415882020857
NC_003888.3	NC_003888.3_250	278910	279416	-	0.008623678276819952	0.008623678276819952
NC_003888.3	NC_003888.3_251	279691	280695	+	0.006604881548974434	0.006604881548974434
NC_003888.3	NC_003888.3_252	280692	281132	-	0.010540912840739084	0.010540912840739084
NC_003888.3	NC_003888.3_253	281129	282157	-	0.005703147036431753	0.005703147036431753
NC_003888.3	NC_003888.3_254	282491	283801	+	0.008523447815748705	0.008523447815748705
NC_003888.3	NC_003888.3_255	283798	284700	+	0.00638632890255095	0.00638632890255095
NC_003888.3	NC_003888.3_256	284702	285598	+	0.008325116358806386	0.008325116358806386
NC_003888.3	NC_003888.3_257	285714	288104	+	0.012189888470482623	0.012189888470482623
NC_003888.3	NC_003888.3_258	288187	288840	-	0.018203744983572932	0.018203744983572932
NC_003888.3	NC_003888.3_259	288987	290456	-	0.036986348026542555	0.036986348026542555
NC_003888.3	NC_003888.3_260	290584	291165	+	0.03013345114696146	0.03013345114696146
NC_003888.3	NC_003888.3_261	291315	292592	+	0.02394653836263668	0.02394653836263668
NC_003888.3	NC_003888.3_262	292656	293519	-	0.015241302876917311	0.015241302876917311
NC_003888.3	NC_003888.3_263	293613	294497	+	0.016768218669682457	0.016768218669682457
NC_003888.3	NC_003888.3_264	294494	296305	-	0.01505095489206059	0.01505095489206059
NC_003888.3	NC_003888.3_265	296471	297499	+	0.01813382286098031	0.01813382286098031
NC_003888.3	NC_003888.3_266	297515	298108	-	0.014370559825327039	0.014370559825327039
NC_003888.3	NC_003888.3_267	298105	298395	-	0.028680213025969938	0.028680213025969938
NC_003888.3	NC_003888.3_268	298468	298836	-	0.023828831334713266	0.023828831334713266
NC_003888.3	NC_003888.3_269	299213	302092	+	0.02158473208221995	0.02158473208221995
NC_003888.3	NC_003888.3_270	302053	302721	-	0.024636407704000426	0.024636407704000426
NC_003888.3	NC_003888.3_271	303084	303971	+	0.0199016828078823	0.0199016828078823
NC_003888.3	NC_003888.3_272	304026	305429	+	0.022996178784386197	0.022996178784386197
NC_003888.3	NC_003888.3_273	305537	306625	-	0.026527682223488475	0.026527682223488475
NC_003888.3	NC_003888.3_274	306816	307460	-	0.004298945530399307	0.004298945530399307
NC_003888.3	NC_003888.3_275	307575	309131	+	0.037471433474036135	0.037471433474036135
NC_003888.3	NC_003888.3_276	309147	310316	+	0.028638916817485895	0.028638916817485895
NC_003888.3	NC_003888.3_277	310378	311727	+	0.02615842821267912	0.02615842821267912
NC_003888.3	NC_003888.3_278	311724	313670	+	0.012484285067309102	0.012484285067309102
NC_003888.3	NC_003888.3_279	313697	315055	-	0.03534478362689647	0.03534478362689647
NC_003888.3	NC_003888.3_280	315254	316921	-	0.0388523101658049	0.0388523101658049
NC_003888.3	NC_003888.3_281	316975	318237	-	0.04261942065938892	0.04261942065938892
NC_003888.3	NC_003888.3_282	318329	319345	-	0.037354714172114126	0.037354714172114126
NC_003888.3	NC_003888.3_283	320110	320583	+	0.04093238304405642	0.04093238304405642
NC_003888.3	NC_003888.3_284	320720	322255	+	0.03672619643346737	0.03672619643346737
NC_003888.3	NC_003888.3_285	322244	323938	-	0.037953426661518894	0.037953426661518894
NC_003888.3	NC_003888.3_286	324348	324617	+	0.03660625013655347	0.03660625013655347
NC_003888.3	NC_003888.3_287	325238	327616	-	0.012675948092879816	0.012675948092879816
NC_003888.3	NC_003888.3_288	327899	328264	+	0.0927120288144128	0.0927120288144128
NC_003888.3	NC_003888.3_289	328333	329301	+	0.09631963430517178	0.09631963430517178
NC_003888.3	NC_003888.3_290	329378	329731	+	0.10087689772673121	0.10087689772673121
NC_003888.3	NC_003888.3_291	329830	330174	+	0.09614094551423658	0.09614094551423658
NC_003888.3	NC_003888.3_292	330235	331365	+	0.08785140349489837	0.08785140349489837
NC_003888.3	NC_003888.3_293	331504	332253	+	0.080372125559457	0.080372125559457
NC_003888.3	NC_003888.3_294	332311	333210	+	0.08348562201046501	0.08348562201046501
NC_003888.3	NC_003888.3_295	333529	334149	+	0.095475196076692	0.095475196076692
NC_003888.3	NC_003888.3_296	334223	335734	-	0.10577836293212792	0.10577836293212792
NC_003888.3	NC_003888.3_297	335948	336292	+	0.11157544723387092	0.11157544723387092
NC_003888.3	NC_003888.3_298	336333	339467	+	0.11803896356508034	0.11803896356508034
NC_003888.3	NC_003888.3_299	339521	340630	-	0.12621489175302314	0.12621489175302314
NC_003888.3	NC_003888.3_300	340752	341318	+	0.13529573769435074	0.13529573769435074
NC_003888.3	NC_003888.3_301	341370	341783	-	0.0785361349793414	0.0785361349793414
NC_003888.3	NC_003888.3_302	341839	342561	+	0.0782897057910907	0.0782897057910907
NC_003888.3	NC_003888.3_303	342578	343165	-	0.07278292006776363	0.07278292006776363
NC_003888.3	NC_003888.3_304	343234	345663	-	0.0015236146238662444	0.0015236146238662444
NC_003888.3	NC_003888.3_305	345817	347706	-	0.014858967180549056	0.014858967180549056
NC_003888.3	NC_003888.3_306	348206	349381	+	0.013283795041755387	0.013283795041755387
NC_003888.3	NC_003888.3_307	349419	350201	-	0.015438023597434753	0.015438023597434753
NC_003888.3	NC_003888.3_308	350474	351352	+	0.01153952340542825	0.01153952340542825
NC_003888.3	NC_003888.3_309	351529	352779	+	0.019791290008812565	0.019791290008812565
NC_003888.3	NC_003888.3_310	352776	353795	+	0.0193999783985977	0.0193999783985977
NC_003888.3	NC_003888.3_311	353792	354805	+	0.016266374773869836	0.016266374773869836
NC_003888.3	NC_003888.3_312	354802	355686	+	0.019711702973279795	0.019711702973279795
NC_003888.3	NC_003888.3_313	355713	357158	+	0.02286064629415703	0.02286064629415703
NC_003888.3	NC_003888.3_314	357203	358477	+	0.017447292617283932	0.017447292617283932
NC_003888.3	NC_003888.3_315	358481	359392	+	0.010694288218337017	0.010694288218337017
NC_003888.3	NC_003888.3_316	359389	360231	+	0.0075432827275732865	0.0075432827275732865
NC_003888.3	NC_003888.3_317	360305	360646	+	0.00008129568513557643	0.00008129568513557643
